# data set header
# non-radiated data sets
# energy, error, normalization
1096,  0.05, 1.0

# data set selection
# energy
# data points
#  nu      cross section   stat. error       syst. error
1096.0
 487.0   6.660000E+01   0.000000E+00   0.000000E+00
 488.0   6.620000E+01   0.000000E+00   0.000000E+00
 489.0   6.570000E+01   0.000000E+00   0.000000E+00
 490.0   6.530000E+01   0.000000E+00   0.000000E+00
 491.0   6.480000E+01   0.000000E+00   0.000000E+00
 492.0   6.440000E+01   0.000000E+00   0.000000E+00
 493.0   6.400000E+01   0.000000E+00   0.000000E+00
 494.0   6.360000E+01   0.000000E+00   0.000000E+00
 495.0   6.320000E+01   0.000000E+00   0.000000E+00
 496.0   6.280000E+01   0.000000E+00   0.000000E+00
 497.0   6.240000E+01   0.000000E+00   0.000000E+00
 498.0   6.210000E+01   0.000000E+00   0.000000E+00
 499.0   6.170000E+01   0.000000E+00   0.000000E+00
 500.0   6.130000E+01   0.000000E+00   0.000000E+00
 501.0   6.090000E+01   0.000000E+00   0.000000E+00
 502.0   6.060000E+01   0.000000E+00   0.000000E+00
 503.0   6.020000E+01   0.000000E+00   0.000000E+00
 504.0   5.990000E+01   0.000000E+00   0.000000E+00
 505.0   5.960000E+01   0.000000E+00   0.000000E+00
 506.0   5.920000E+01   0.000000E+00   0.000000E+00
 507.0   5.890000E+01   0.000000E+00   0.000000E+00
 508.0   5.860000E+01   0.000000E+00   0.000000E+00
 509.0   5.830000E+01   0.000000E+00   0.000000E+00
 510.0   5.790000E+01   0.000000E+00   0.000000E+00
 511.0   5.760000E+01   0.000000E+00   0.000000E+00
 512.0   5.730000E+01   0.000000E+00   0.000000E+00
 513.0   5.700000E+01   0.000000E+00   0.000000E+00
 514.0   5.670000E+01   0.000000E+00   0.000000E+00
 515.0   5.650000E+01   0.000000E+00   0.000000E+00
 516.0   5.620000E+01   0.000000E+00   0.000000E+00
 517.0   5.590000E+01   0.000000E+00   0.000000E+00
 518.0   5.560000E+01   0.000000E+00   0.000000E+00
 519.0   5.530000E+01   0.000000E+00   0.000000E+00
 520.0   5.510000E+01   0.000000E+00   0.000000E+00
 521.0   5.480000E+01   0.000000E+00   0.000000E+00
 522.0   5.460000E+01   0.000000E+00   0.000000E+00
 523.0   5.430000E+01   0.000000E+00   0.000000E+00
 524.0   5.410000E+01   0.000000E+00   0.000000E+00
 525.0   5.380000E+01   0.000000E+00   0.000000E+00
 526.0   5.360000E+01   0.000000E+00   0.000000E+00
 527.0   5.340000E+01   0.000000E+00   0.000000E+00
 528.0   5.310000E+01   0.000000E+00   0.000000E+00
 529.0   5.290000E+01   0.000000E+00   0.000000E+00
 530.0   5.270000E+01   0.000000E+00   0.000000E+00
 531.0   5.250000E+01   0.000000E+00   0.000000E+00
 532.0   5.220000E+01   0.000000E+00   0.000000E+00
 533.0   5.200000E+01   0.000000E+00   0.000000E+00
 534.0   5.180000E+01   0.000000E+00   0.000000E+00
 535.0   5.160000E+01   0.000000E+00   0.000000E+00
 536.0   5.140000E+01   0.000000E+00   0.000000E+00
 537.0   5.120000E+01   0.000000E+00   0.000000E+00
 538.0   5.100000E+01   0.000000E+00   0.000000E+00
 539.0   5.080000E+01   0.000000E+00   0.000000E+00
 540.0   5.060000E+01   0.000000E+00   0.000000E+00
 541.0   5.050000E+01   0.000000E+00   0.000000E+00
 542.0   5.030000E+01   0.000000E+00   0.000000E+00
 543.0   5.010000E+01   0.000000E+00   0.000000E+00
 544.0   4.990000E+01   0.000000E+00   0.000000E+00
 545.0   4.980000E+01   0.000000E+00   0.000000E+00
 546.0   4.960000E+01   0.000000E+00   0.000000E+00
 547.0   4.940000E+01   0.000000E+00   0.000000E+00
 548.0   4.930000E+01   0.000000E+00   0.000000E+00
 549.0   4.910000E+01   0.000000E+00   0.000000E+00
 550.0   4.900000E+01   0.000000E+00   0.000000E+00
 551.0   4.880000E+01   0.000000E+00   0.000000E+00
 552.0   4.870000E+01   0.000000E+00   0.000000E+00
 553.0   4.850000E+01   0.000000E+00   0.000000E+00
 554.0   4.840000E+01   0.000000E+00   0.000000E+00
 555.0   4.820000E+01   0.000000E+00   0.000000E+00
 556.0   4.810000E+01   0.000000E+00   0.000000E+00
 557.0   4.790000E+01   0.000000E+00   0.000000E+00
 558.0   4.780000E+01   0.000000E+00   0.000000E+00
 559.0   4.770000E+01   0.000000E+00   0.000000E+00
 560.0   4.760000E+01   0.000000E+00   0.000000E+00
 561.0   4.740000E+01   0.000000E+00   0.000000E+00
 562.0   4.730000E+01   0.000000E+00   0.000000E+00
 563.0   4.720000E+01   0.000000E+00   0.000000E+00
 564.0   4.710000E+01   0.000000E+00   0.000000E+00
 565.0   4.700000E+01   0.000000E+00   0.000000E+00
 566.0   4.690000E+01   0.000000E+00   0.000000E+00
 567.0   4.670000E+01   0.000000E+00   0.000000E+00
 568.0   4.660000E+01   0.000000E+00   0.000000E+00
 569.0   4.650000E+01   0.000000E+00   0.000000E+00
 570.0   4.640000E+01   0.000000E+00   0.000000E+00
 571.0   4.630000E+01   0.000000E+00   0.000000E+00
 572.0   4.620000E+01   0.000000E+00   0.000000E+00
 573.0   4.620000E+01   0.000000E+00   0.000000E+00
 574.0   4.610000E+01   0.000000E+00   0.000000E+00
 575.0   4.600000E+01   0.000000E+00   0.000000E+00
 576.0   4.590000E+01   0.000000E+00   0.000000E+00
 577.0   4.580000E+01   0.000000E+00   0.000000E+00
 578.0   4.570000E+01   0.000000E+00   0.000000E+00
 579.0   4.560000E+01   0.000000E+00   0.000000E+00
 580.0   4.560000E+01   0.000000E+00   0.000000E+00
 581.0   4.550000E+01   0.000000E+00   0.000000E+00
 582.0   4.540000E+01   0.000000E+00   0.000000E+00
 583.0   4.530000E+01   0.000000E+00   0.000000E+00
 584.0   4.530000E+01   0.000000E+00   0.000000E+00
 585.0   4.520000E+01   0.000000E+00   0.000000E+00
 586.0   4.510000E+01   0.000000E+00   0.000000E+00
 587.0   4.510000E+01   0.000000E+00   0.000000E+00
 588.0   4.500000E+01   0.000000E+00   0.000000E+00
 589.0   4.500000E+01   0.000000E+00   0.000000E+00
 590.0   4.490000E+01   0.000000E+00   0.000000E+00
 591.0   4.490000E+01   0.000000E+00   0.000000E+00
 592.0   4.480000E+01   0.000000E+00   0.000000E+00
 593.0   4.480000E+01   0.000000E+00   0.000000E+00
 594.0   4.470000E+01   0.000000E+00   0.000000E+00
 595.0   4.470000E+01   0.000000E+00   0.000000E+00
 596.0   4.460000E+01   0.000000E+00   0.000000E+00
 597.0   4.460000E+01   0.000000E+00   0.000000E+00
 598.0   4.460000E+01   0.000000E+00   0.000000E+00
 599.0   4.450000E+01   0.000000E+00   0.000000E+00
 600.0   4.450000E+01   0.000000E+00   0.000000E+00
 601.0   4.450000E+01   0.000000E+00   0.000000E+00
 602.0   4.440000E+01   0.000000E+00   0.000000E+00
 603.0   4.440000E+01   0.000000E+00   0.000000E+00
 604.0   4.440000E+01   0.000000E+00   0.000000E+00
 605.0   4.440000E+01   0.000000E+00   0.000000E+00
 606.0   4.440000E+01   0.000000E+00   0.000000E+00
 607.0   4.430000E+01   0.000000E+00   0.000000E+00
 608.0   4.430000E+01   0.000000E+00   0.000000E+00
 609.0   4.430000E+01   0.000000E+00   0.000000E+00
 610.0   4.430000E+01   0.000000E+00   0.000000E+00
 611.0   4.430000E+01   0.000000E+00   0.000000E+00
 612.0   4.430000E+01   0.000000E+00   0.000000E+00
 613.0   4.430000E+01   0.000000E+00   0.000000E+00
 614.0   4.430000E+01   0.000000E+00   0.000000E+00
 615.0   4.430000E+01   0.000000E+00   0.000000E+00
 616.0   4.430000E+01   0.000000E+00   0.000000E+00
 617.0   4.430000E+01   0.000000E+00   0.000000E+00
 618.0   4.430000E+01   0.000000E+00   0.000000E+00
 619.0   4.430000E+01   0.000000E+00   0.000000E+00
 620.0   4.430000E+01   0.000000E+00   0.000000E+00
 621.0   4.430000E+01   0.000000E+00   0.000000E+00
 622.0   4.430000E+01   0.000000E+00   0.000000E+00
 623.0   4.440000E+01   0.000000E+00   0.000000E+00
 624.0   4.440000E+01   0.000000E+00   0.000000E+00
 625.0   4.440000E+01   0.000000E+00   0.000000E+00
 626.0   4.440000E+01   0.000000E+00   0.000000E+00
 627.0   4.440000E+01   0.000000E+00   0.000000E+00
 628.0   4.450000E+01   0.000000E+00   0.000000E+00
 629.0   4.450000E+01   0.000000E+00   0.000000E+00
 630.0   4.450000E+01   0.000000E+00   0.000000E+00
 631.0   4.460000E+01   0.000000E+00   0.000000E+00
 632.0   4.460000E+01   0.000000E+00   0.000000E+00
 633.0   4.460000E+01   0.000000E+00   0.000000E+00
 634.0   4.470000E+01   0.000000E+00   0.000000E+00
 635.0   4.470000E+01   0.000000E+00   0.000000E+00
 636.0   4.470000E+01   0.000000E+00   0.000000E+00
 637.0   4.480000E+01   0.000000E+00   0.000000E+00
 638.0   4.480000E+01   0.000000E+00   0.000000E+00
 639.0   4.490000E+01   0.000000E+00   0.000000E+00
 640.0   4.490000E+01   0.000000E+00   0.000000E+00
 641.0   4.500000E+01   0.000000E+00   0.000000E+00
 642.0   4.500000E+01   0.000000E+00   0.000000E+00
 643.0   4.510000E+01   0.000000E+00   0.000000E+00
 644.0   4.510000E+01   0.000000E+00   0.000000E+00
 645.0   4.520000E+01   0.000000E+00   0.000000E+00
 646.0   4.520000E+01   0.000000E+00   0.000000E+00
 647.0   4.530000E+01   0.000000E+00   0.000000E+00
 648.0   4.530000E+01   0.000000E+00   0.000000E+00
 649.0   4.540000E+01   0.000000E+00   0.000000E+00
 650.0   4.550000E+01   0.000000E+00   0.000000E+00
 651.0   4.550000E+01   0.000000E+00   0.000000E+00
 652.0   4.560000E+01   0.000000E+00   0.000000E+00
 653.0   4.560000E+01   0.000000E+00   0.000000E+00
 654.0   4.570000E+01   0.000000E+00   0.000000E+00
 655.0   4.580000E+01   0.000000E+00   0.000000E+00
 656.0   4.590000E+01   0.000000E+00   0.000000E+00
 657.0   4.590000E+01   0.000000E+00   0.000000E+00
 658.0   4.600000E+01   0.000000E+00   0.000000E+00
 659.0   4.610000E+01   0.000000E+00   0.000000E+00
 660.0   4.610000E+01   0.000000E+00   0.000000E+00
 661.0   4.620000E+01   0.000000E+00   0.000000E+00
 662.0   4.630000E+01   0.000000E+00   0.000000E+00
 663.0   4.630000E+01   0.000000E+00   0.000000E+00
 664.0   4.640000E+01   0.000000E+00   0.000000E+00
 665.0   4.650000E+01   0.000000E+00   0.000000E+00
 666.0   4.660000E+01   0.000000E+00   0.000000E+00
 667.0   4.660000E+01   0.000000E+00   0.000000E+00
 668.0   4.670000E+01   0.000000E+00   0.000000E+00
 669.0   4.680000E+01   0.000000E+00   0.000000E+00
 670.0   4.680000E+01   0.000000E+00   0.000000E+00
 671.0   4.690000E+01   0.000000E+00   0.000000E+00
 672.0   4.700000E+01   0.000000E+00   0.000000E+00
 673.0   4.710000E+01   0.000000E+00   0.000000E+00
 674.0   4.710000E+01   0.000000E+00   0.000000E+00
 675.0   4.720000E+01   0.000000E+00   0.000000E+00
 676.0   4.730000E+01   0.000000E+00   0.000000E+00
 677.0   4.730000E+01   0.000000E+00   0.000000E+00
 678.0   4.740000E+01   0.000000E+00   0.000000E+00
 679.0   4.750000E+01   0.000000E+00   0.000000E+00
 680.0   4.760000E+01   0.000000E+00   0.000000E+00
 681.0   4.760000E+01   0.000000E+00   0.000000E+00
 682.0   4.770000E+01   0.000000E+00   0.000000E+00
 683.0   4.780000E+01   0.000000E+00   0.000000E+00
 684.0   4.780000E+01   0.000000E+00   0.000000E+00
 685.0   4.790000E+01   0.000000E+00   0.000000E+00
 686.0   4.790000E+01   0.000000E+00   0.000000E+00
 687.0   4.800000E+01   0.000000E+00   0.000000E+00
 688.0   4.810000E+01   0.000000E+00   0.000000E+00
 689.0   4.810000E+01   0.000000E+00   0.000000E+00
 690.0   4.820000E+01   0.000000E+00   0.000000E+00
 691.0   4.820000E+01   0.000000E+00   0.000000E+00
 692.0   4.830000E+01   0.000000E+00   0.000000E+00
 693.0   4.840000E+01   0.000000E+00   0.000000E+00
 694.0   4.840000E+01   0.000000E+00   0.000000E+00
 695.0   4.850000E+01   0.000000E+00   0.000000E+00
 696.0   4.850000E+01   0.000000E+00   0.000000E+00
 697.0   4.850000E+01   0.000000E+00   0.000000E+00
 698.0   4.860000E+01   0.000000E+00   0.000000E+00
 699.0   4.860000E+01   0.000000E+00   0.000000E+00
 700.0   4.870000E+01   0.000000E+00   0.000000E+00
 701.0   4.870000E+01   0.000000E+00   0.000000E+00
 702.0   4.870000E+01   0.000000E+00   0.000000E+00
 703.0   4.880000E+01   0.000000E+00   0.000000E+00
 704.0   4.880000E+01   0.000000E+00   0.000000E+00
 705.0   4.880000E+01   0.000000E+00   0.000000E+00
 706.0   4.890000E+01   0.000000E+00   0.000000E+00
 707.0   4.890000E+01   0.000000E+00   0.000000E+00
 708.0   4.890000E+01   0.000000E+00   0.000000E+00
 709.0   4.890000E+01   0.000000E+00   0.000000E+00
 710.0   4.890000E+01   0.000000E+00   0.000000E+00
 711.0   4.900000E+01   0.000000E+00   0.000000E+00
 712.0   4.900000E+01   0.000000E+00   0.000000E+00
 713.0   4.900000E+01   0.000000E+00   0.000000E+00
 714.0   4.900000E+01   0.000000E+00   0.000000E+00
 715.0   4.900000E+01   0.000000E+00   0.000000E+00
 716.0   4.900000E+01   0.000000E+00   0.000000E+00
 717.0   4.900000E+01   0.000000E+00   0.000000E+00
 718.0   4.900000E+01   0.000000E+00   0.000000E+00
 719.0   4.900000E+01   0.000000E+00   0.000000E+00
 720.0   4.900000E+01   0.000000E+00   0.000000E+00
 721.0   4.890000E+01   0.000000E+00   0.000000E+00
 722.0   4.890000E+01   0.000000E+00   0.000000E+00
 723.0   4.890000E+01   0.000000E+00   0.000000E+00
 724.0   4.890000E+01   0.000000E+00   0.000000E+00
 725.0   4.890000E+01   0.000000E+00   0.000000E+00
 726.0   4.880000E+01   0.000000E+00   0.000000E+00
 727.0   4.880000E+01   0.000000E+00   0.000000E+00
 728.0   4.880000E+01   0.000000E+00   0.000000E+00
 729.0   4.870000E+01   0.000000E+00   0.000000E+00
 730.0   4.870000E+01   0.000000E+00   0.000000E+00
 731.0   4.870000E+01   0.000000E+00   0.000000E+00
 732.0   4.860000E+01   0.000000E+00   0.000000E+00
 733.0   4.860000E+01   0.000000E+00   0.000000E+00
 734.0   4.850000E+01   0.000000E+00   0.000000E+00
 735.0   4.850000E+01   0.000000E+00   0.000000E+00
 736.0   4.840000E+01   0.000000E+00   0.000000E+00
 737.0   4.840000E+01   0.000000E+00   0.000000E+00
 738.0   4.830000E+01   0.000000E+00   0.000000E+00
 739.0   4.830000E+01   0.000000E+00   0.000000E+00
 740.0   4.820000E+01   0.000000E+00   0.000000E+00
 741.0   4.810000E+01   0.000000E+00   0.000000E+00
 742.0   4.810000E+01   0.000000E+00   0.000000E+00
 743.0   4.800000E+01   0.000000E+00   0.000000E+00
 744.0   4.790000E+01   0.000000E+00   0.000000E+00
 745.0   4.780000E+01   0.000000E+00   0.000000E+00
 746.0   4.780000E+01   0.000000E+00   0.000000E+00
 747.0   4.770000E+01   0.000000E+00   0.000000E+00
 748.0   4.760000E+01   0.000000E+00   0.000000E+00
 749.0   4.750000E+01   0.000000E+00   0.000000E+00
 750.0   4.740000E+01   0.000000E+00   0.000000E+00
 751.0   4.740000E+01   0.000000E+00   0.000000E+00
 752.0   4.730000E+01   0.000000E+00   0.000000E+00
 753.0   4.720000E+01   0.000000E+00   0.000000E+00
 754.0   4.710000E+01   0.000000E+00   0.000000E+00
 755.0   4.700000E+01   0.000000E+00   0.000000E+00
 756.0   4.690000E+01   0.000000E+00   0.000000E+00
 757.0   4.680000E+01   0.000000E+00   0.000000E+00
 758.0   4.670000E+01   0.000000E+00   0.000000E+00
 759.0   4.660000E+01   0.000000E+00   0.000000E+00
 760.0   4.650000E+01   0.000000E+00   0.000000E+00
 761.0   4.640000E+01   0.000000E+00   0.000000E+00
 762.0   4.630000E+01   0.000000E+00   0.000000E+00
 763.0   4.620000E+01   0.000000E+00   0.000000E+00
 764.0   4.600000E+01   0.000000E+00   0.000000E+00
 765.0   4.590000E+01   0.000000E+00   0.000000E+00
 766.0   4.580000E+01   0.000000E+00   0.000000E+00
 767.0   4.570000E+01   0.000000E+00   0.000000E+00
 768.0   4.560000E+01   0.000000E+00   0.000000E+00
 769.0   4.550000E+01   0.000000E+00   0.000000E+00
 770.0   4.540000E+01   0.000000E+00   0.000000E+00
 771.0   4.520000E+01   0.000000E+00   0.000000E+00
 772.0   4.510000E+01   0.000000E+00   0.000000E+00
 773.0   4.500000E+01   0.000000E+00   0.000000E+00
 774.0   4.490000E+01   0.000000E+00   0.000000E+00
 775.0   4.470000E+01   0.000000E+00   0.000000E+00
 776.0   4.460000E+01   0.000000E+00   0.000000E+00
 777.0   4.450000E+01   0.000000E+00   0.000000E+00
 778.0   4.440000E+01   0.000000E+00   0.000000E+00
 779.0   4.420000E+01   0.000000E+00   0.000000E+00
 780.0   4.410000E+01   0.000000E+00   0.000000E+00
 781.0   4.400000E+01   0.000000E+00   0.000000E+00
 782.0   4.390000E+01   0.000000E+00   0.000000E+00
 783.0   4.370000E+01   0.000000E+00   0.000000E+00
 784.0   4.360000E+01   0.000000E+00   0.000000E+00
 785.0   4.350000E+01   0.000000E+00   0.000000E+00
 786.0   4.330000E+01   0.000000E+00   0.000000E+00
 787.0   4.320000E+01   0.000000E+00   0.000000E+00
 788.0   4.310000E+01   0.000000E+00   0.000000E+00
 789.0   4.290000E+01   0.000000E+00   0.000000E+00
 790.0   4.280000E+01   0.000000E+00   0.000000E+00
 791.0   4.270000E+01   0.000000E+00   0.000000E+00
 792.0   4.250000E+01   0.000000E+00   0.000000E+00
 793.0   4.240000E+01   0.000000E+00   0.000000E+00
 794.0   4.230000E+01   0.000000E+00   0.000000E+00
 795.0   4.210000E+01   0.000000E+00   0.000000E+00
 796.0   4.200000E+01   0.000000E+00   0.000000E+00
 797.0   4.190000E+01   0.000000E+00   0.000000E+00
 798.0   4.170000E+01   0.000000E+00   0.000000E+00
 799.0   4.160000E+01   0.000000E+00   0.000000E+00
 800.0   4.150000E+01   0.000000E+00   0.000000E+00
 801.0   4.130000E+01   0.000000E+00   0.000000E+00
 802.0   4.120000E+01   0.000000E+00   0.000000E+00
 803.0   4.110000E+01   0.000000E+00   0.000000E+00
 804.0   4.090000E+01   0.000000E+00   0.000000E+00
 805.0   4.080000E+01   0.000000E+00   0.000000E+00
 806.0   4.070000E+01   0.000000E+00   0.000000E+00
 807.0   4.050000E+01   0.000000E+00   0.000000E+00
 808.0   4.040000E+01   0.000000E+00   0.000000E+00
 809.0   4.030000E+01   0.000000E+00   0.000000E+00
 810.0   4.010000E+01   0.000000E+00   0.000000E+00
 811.0   4.000000E+01   0.000000E+00   0.000000E+00
 812.0   3.990000E+01   0.000000E+00   0.000000E+00
 813.0   3.970000E+01   0.000000E+00   0.000000E+00
 814.0   3.960000E+01   0.000000E+00   0.000000E+00
 815.0   3.950000E+01   0.000000E+00   0.000000E+00
 816.0   3.930000E+01   0.000000E+00   0.000000E+00
 817.0   3.920000E+01   0.000000E+00   0.000000E+00
 818.0   3.910000E+01   0.000000E+00   0.000000E+00
 819.0   3.890000E+01   0.000000E+00   0.000000E+00
 820.0   3.880000E+01   0.000000E+00   0.000000E+00
 821.0   3.870000E+01   0.000000E+00   0.000000E+00
 822.0   3.850000E+01   0.000000E+00   0.000000E+00
 823.0   3.840000E+01   0.000000E+00   0.000000E+00
 824.0   3.830000E+01   0.000000E+00   0.000000E+00
 825.0   3.820000E+01   0.000000E+00   0.000000E+00
 826.0   3.800000E+01   0.000000E+00   0.000000E+00
 827.0   3.790000E+01   0.000000E+00   0.000000E+00
 828.0   3.780000E+01   0.000000E+00   0.000000E+00
 829.0   3.770000E+01   0.000000E+00   0.000000E+00
 830.0   3.750000E+01   0.000000E+00   0.000000E+00
 831.0   3.740000E+01   0.000000E+00   0.000000E+00
 832.0   3.730000E+01   0.000000E+00   0.000000E+00
 833.0   3.720000E+01   0.000000E+00   0.000000E+00
 834.0   3.710000E+01   0.000000E+00   0.000000E+00
 835.0   3.690000E+01   0.000000E+00   0.000000E+00
 836.0   3.680000E+01   0.000000E+00   0.000000E+00
 837.0   3.670000E+01   0.000000E+00   0.000000E+00
 838.0   3.660000E+01   0.000000E+00   0.000000E+00
 839.0   3.650000E+01   0.000000E+00   0.000000E+00
 840.0   3.630000E+01   0.000000E+00   0.000000E+00
 841.0   3.620000E+01   0.000000E+00   0.000000E+00
 842.0   3.610000E+01   0.000000E+00   0.000000E+00
 843.0   3.600000E+01   0.000000E+00   0.000000E+00
 844.0   3.590000E+01   0.000000E+00   0.000000E+00
 845.0   3.580000E+01   0.000000E+00   0.000000E+00
 846.0   3.560000E+01   0.000000E+00   0.000000E+00
 847.0   3.550000E+01   0.000000E+00   0.000000E+00
 848.0   3.540000E+01   0.000000E+00   0.000000E+00
 849.0   3.530000E+01   0.000000E+00   0.000000E+00
 850.0   3.520000E+01   0.000000E+00   0.000000E+00
 851.0   3.510000E+01   0.000000E+00   0.000000E+00
 852.0   3.500000E+01   0.000000E+00   0.000000E+00
 853.0   3.490000E+01   0.000000E+00   0.000000E+00
 854.0   3.480000E+01   0.000000E+00   0.000000E+00
 855.0   3.470000E+01   0.000000E+00   0.000000E+00
 856.0   3.460000E+01   0.000000E+00   0.000000E+00
 857.0   3.450000E+01   0.000000E+00   0.000000E+00
 858.0   3.440000E+01   0.000000E+00   0.000000E+00
 859.0   3.430000E+01   0.000000E+00   0.000000E+00
 860.0   3.410000E+01   0.000000E+00   0.000000E+00
 861.0   3.400000E+01   0.000000E+00   0.000000E+00
 862.0   3.400000E+01   0.000000E+00   0.000000E+00
 863.0   3.380000E+01   0.000000E+00   0.000000E+00
 864.0   3.380000E+01   0.000000E+00   0.000000E+00
 865.0   3.360000E+01   0.000000E+00   0.000000E+00
 866.0   3.350000E+01   0.000000E+00   0.000000E+00
 867.0   3.350000E+01   0.000000E+00   0.000000E+00
 868.0   3.340000E+01   0.000000E+00   0.000000E+00
 869.0   3.330000E+01   0.000000E+00   0.000000E+00
 870.0   3.320000E+01   0.000000E+00   0.000000E+00
 871.0   3.310000E+01   0.000000E+00   0.000000E+00
 872.0   3.300000E+01   0.000000E+00   0.000000E+00
 873.0   3.290000E+01   0.000000E+00   0.000000E+00
 874.0   3.280000E+01   0.000000E+00   0.000000E+00
 875.0   3.270000E+01   0.000000E+00   0.000000E+00
 876.0   3.260000E+01   0.000000E+00   0.000000E+00
 877.0   3.250000E+01   0.000000E+00   0.000000E+00
 878.0   3.240000E+01   0.000000E+00   0.000000E+00
 879.0   3.240000E+01   0.000000E+00   0.000000E+00
 880.0   3.230000E+01   0.000000E+00   0.000000E+00
 881.0   3.220000E+01   0.000000E+00   0.000000E+00
 882.0   3.210000E+01   0.000000E+00   0.000000E+00
 883.0   3.200000E+01   0.000000E+00   0.000000E+00
 884.0   3.190000E+01   0.000000E+00   0.000000E+00
 885.0   3.190000E+01   0.000000E+00   0.000000E+00
 886.0   3.180000E+01   0.000000E+00   0.000000E+00
 887.0   3.170000E+01   0.000000E+00   0.000000E+00
 888.0   3.160000E+01   0.000000E+00   0.000000E+00
 889.0   3.150000E+01   0.000000E+00   0.000000E+00
 890.0   3.150000E+01   0.000000E+00   0.000000E+00
 891.0   3.140000E+01   0.000000E+00   0.000000E+00
 892.0   3.130000E+01   0.000000E+00   0.000000E+00
 893.0   3.120000E+01   0.000000E+00   0.000000E+00
 894.0   3.110000E+01   0.000000E+00   0.000000E+00
 895.0   3.110000E+01   0.000000E+00   0.000000E+00
 896.0   3.100000E+01   0.000000E+00   0.000000E+00
 897.0   3.090000E+01   0.000000E+00   0.000000E+00
 898.0   3.090000E+01   0.000000E+00   0.000000E+00
 899.0   3.080000E+01   0.000000E+00   0.000000E+00
 900.0   3.070000E+01   0.000000E+00   0.000000E+00
 901.0   3.060000E+01   0.000000E+00   0.000000E+00
 902.0   3.060000E+01   0.000000E+00   0.000000E+00
 903.0   3.050000E+01   0.000000E+00   0.000000E+00
 904.0   3.040000E+01   0.000000E+00   0.000000E+00
 905.0   3.040000E+01   0.000000E+00   0.000000E+00
 906.0   3.030000E+01   0.000000E+00   0.000000E+00
 907.0   3.020000E+01   0.000000E+00   0.000000E+00
 908.0   3.020000E+01   0.000000E+00   0.000000E+00
 909.0   3.010000E+01   0.000000E+00   0.000000E+00
 910.0   3.000000E+01   0.000000E+00   0.000000E+00
 911.0   3.000000E+01   0.000000E+00   0.000000E+00
 912.0   2.990000E+01   0.000000E+00   0.000000E+00
 913.0   2.990000E+01   0.000000E+00   0.000000E+00
 914.0   2.980000E+01   0.000000E+00   0.000000E+00
 915.0   2.970000E+01   0.000000E+00   0.000000E+00
 916.0   2.970000E+01   0.000000E+00   0.000000E+00
 917.0   2.960000E+01   0.000000E+00   0.000000E+00
 918.0   2.960000E+01   0.000000E+00   0.000000E+00
 919.0   2.950000E+01   0.000000E+00   0.000000E+00
 920.0   2.940000E+01   0.000000E+00   0.000000E+00
 921.0   2.940000E+01   0.000000E+00   0.000000E+00
 922.0   2.930000E+01   0.000000E+00   0.000000E+00
 923.0   2.930000E+01   0.000000E+00   0.000000E+00
 924.0   2.920000E+01   0.000000E+00   0.000000E+00
 925.0   2.920000E+01   0.000000E+00   0.000000E+00
 926.0   2.910000E+01   0.000000E+00   0.000000E+00
 927.0   2.910000E+01   0.000000E+00   0.000000E+00
 928.0   2.900000E+01   0.000000E+00   0.000000E+00
 929.0   2.900000E+01   0.000000E+00   0.000000E+00
 930.0   2.890000E+01   0.000000E+00   0.000000E+00
 931.0   2.890000E+01   0.000000E+00   0.000000E+00
 932.0   2.880000E+01   0.000000E+00   0.000000E+00
 933.0   2.880000E+01   0.000000E+00   0.000000E+00
 934.0   2.870000E+01   0.000000E+00   0.000000E+00
 935.0   2.870000E+01   0.000000E+00   0.000000E+00
 936.0   2.860000E+01   0.000000E+00   0.000000E+00
 937.0   2.860000E+01   0.000000E+00   0.000000E+00
 938.0   2.850000E+01   0.000000E+00   0.000000E+00
 939.0   2.850000E+01   0.000000E+00   0.000000E+00
 940.0   2.840000E+01   0.000000E+00   0.000000E+00
 941.0   2.840000E+01   0.000000E+00   0.000000E+00
 942.0   2.830000E+01   0.000000E+00   0.000000E+00
 943.0   2.830000E+01   0.000000E+00   0.000000E+00
 944.0   2.820000E+01   0.000000E+00   0.000000E+00
 945.0   2.820000E+01   0.000000E+00   0.000000E+00
 946.0   2.820000E+01   0.000000E+00   0.000000E+00
 947.0   2.810000E+01   0.000000E+00   0.000000E+00
 948.0   2.810000E+01   0.000000E+00   0.000000E+00
 949.0   2.800000E+01   0.000000E+00   0.000000E+00
 950.0   2.800000E+01   0.000000E+00   0.000000E+00
 951.0   2.790000E+01   0.000000E+00   0.000000E+00
 952.0   2.790000E+01   0.000000E+00   0.000000E+00
 953.0   2.780000E+01   0.000000E+00   0.000000E+00
 954.0   2.780000E+01   0.000000E+00   0.000000E+00
 955.0   2.780000E+01   0.000000E+00   0.000000E+00
 956.0   2.770000E+01   0.000000E+00   0.000000E+00
 957.0   2.770000E+01   0.000000E+00   0.000000E+00
 958.0   2.760000E+01   0.000000E+00   0.000000E+00
 959.0   2.760000E+01   0.000000E+00   0.000000E+00
 960.0   2.760000E+01   0.000000E+00   0.000000E+00
 961.0   2.750000E+01   0.000000E+00   0.000000E+00
 962.0   2.750000E+01   0.000000E+00   0.000000E+00
 963.0   2.740000E+01   0.000000E+00   0.000000E+00
 964.0   2.740000E+01   0.000000E+00   0.000000E+00
 965.0   2.740000E+01   0.000000E+00   0.000000E+00
 966.0   2.730000E+01   0.000000E+00   0.000000E+00
