#       1      436.73     33.0851     49.9161      12.826
#       3     4580.01     14.4695     75.7113     134.507
#       5     28820.2     47.5237     436.961       846.4
#       7     5842.58     16.0338     90.7472     171.587
#       9      2836.7      10.613     44.7705      83.309
#      11     2500.45      9.9827     39.6177     73.4339
#      13     2410.21     9.77761     38.3284     70.7837
#      15     2286.09      9.4192     36.0865     67.1386
#      17      2293.7      9.4784     36.3253     67.3621
#      19     1136.82     9.53057     36.7806     68.2402
     271     99.7545     1.88706     2.74377     4.91194
     273     97.5022     1.87844     2.71376     4.83613
     275     100.272     1.88266     2.76011     4.90779
     277     99.1312     1.88895     2.72697     4.86462
     279      99.422     1.89952      2.7344      4.8635
     281     101.525     1.90695     2.76688     4.91647
     283     103.209     1.92103     2.78714     4.95712
     285     102.569     1.89796     2.76169     4.92952
     287     108.371     1.93402       2.848      5.0911
     289     102.938     1.90798     2.76396     4.92275
     291     104.483     1.90385     2.75917      4.9601
     293     103.732     1.90132     2.76291     4.93004
     295     102.942     1.90435      2.7274     4.89884
     297     104.146     1.92125     2.76388     4.92619
     299      106.29     1.93196     2.79117     4.98115
     301     105.737     1.91988     2.76901     4.95764
     303     104.078     1.92133     2.74981     4.90165
     305     105.298      1.9136     2.74445     4.93021
     307     103.882     1.90378     2.72731     4.88135
     309      108.36     1.94476     2.79299     5.00559
     311     100.391     1.90074     2.67237     4.76499
     313     107.303     1.95286     2.77762     4.96139
     315     105.397     1.93466     2.74815     4.89885
     317     106.523     1.94876     2.75595     4.92533
     319     108.157     1.96793      2.7776     4.96674
     321     106.517     1.95612      2.7385     4.91263
     323     104.545     1.94616     2.71597     4.84874
     325     106.056      1.9658     2.72577     4.88716
     327     105.287     1.95771      2.7099     4.85859
     329     100.603      1.5998      2.6837     4.71506
     331     103.198     1.98334     2.72942     4.78588
     333     110.096     2.02744      2.8298      4.9831
     335     109.949     2.01301     2.81109     4.97341
     337      102.03     1.99782     2.69909     4.73547
     339     104.688     2.01967     2.73381     4.80817
     341     103.908     2.00196      2.7202     4.78041
     343     105.192      1.9973     2.74226     4.81329
     345     106.643     2.01344     2.75573     4.85109
     347     101.523     1.98485     2.67204     4.69589
     349     100.383     1.97157     2.64836     4.65757
     351     101.981     1.98563     2.67538     4.70015
     353     102.337     1.97897     2.67089     4.70628
     355     98.2436     1.97881     2.61489     4.58171
     357     96.7168     1.96779     2.58152     4.53252
     359     100.031     1.98525     2.64626     4.62552
     361     93.1997     1.94922     2.53183     4.42105
     363     96.8557     1.97038     2.57654     4.52458
     365     95.6466     1.96837     2.56319     4.48523
     367     97.4822     1.98109     2.57894      4.5353
     369     95.0891     1.99142     2.55057     4.46118
     371     94.5338     1.97159     2.53218     4.44148
     373     92.2869     1.97527      2.5082     4.37211
     375     95.4361     1.99076     2.54849     4.46121
     377     92.7242     1.98082     2.50491     4.37818
     379     89.7643      1.9749     2.45433     4.28787
     381     92.7738     2.00403     2.49878     4.37328
     383     92.8036     2.01531     2.50138     4.37118
     387     85.5215       1.857     2.35256     4.15434
     389     87.3348      1.8225     2.37144     4.20165
     391     86.4447     1.83655     2.35816     4.17296
     393     86.0984     1.83702     2.35831     4.16025
     395     88.4213     1.82505     2.38559     4.22592
     397     81.6762     1.80382     2.28371     4.02528
     399     85.0184     1.82965     2.33911     4.12089
     401     81.0312     1.81365     2.27923     4.00167
     403     83.1045     1.80482     2.30536     4.06043
     405     81.9405     1.82845     2.27793     4.02412
     407     79.7359     1.82906     2.24925     3.95725
     409     77.9926     1.81444     2.21806     3.90392
     411     79.6706     1.80814     2.24375     3.95145
     413     78.3257     1.81618     2.22542      3.9102
     415     79.3906     1.83092     2.24252     3.93972
     417     77.5448     1.81081     2.20364     3.88376
     419     74.6603     1.81009      2.1727     3.79729
     421     77.6426     1.82824     2.20461     3.88348
     423     74.8306     1.81161     2.15828      3.7995
     425     76.8412     1.83585     2.20133     3.85715
     427     75.7173     1.81411     2.17214     3.82274
     429     74.1613      1.8215     2.14892     3.77564
     431      73.636     1.82956     2.14377     3.75921
     433     70.9442     1.81664     2.10248     3.67915
     435     72.2076     1.83032     2.10945     3.71524
     437     69.1359     1.85756     2.06947     3.62402
     441     72.6293     2.40297     2.13857     3.72561
     443     73.9721     1.66227     2.13758     3.76366
     445     70.1474     1.66562       2.092     3.65065
     447     73.3724     1.66081     2.13104     3.74467
     449     71.2861     1.66639      2.1024      3.6827
     451      71.501     1.67233     2.10617     3.68869
     453     70.1045     1.67989     2.08529     3.64734
     455     71.8507     1.66866     2.12024      3.6983
     457     72.9016     1.68202     2.12642     3.72883
     459     72.1478     1.69019     2.11904     3.70637
     461     68.5964       1.676      2.0608     3.60208
     463     70.0257     1.66779     2.07046     3.64407
     465     69.6438      1.6643     2.06527     3.63286
     467     69.3945     1.68162     2.07294     3.62555
     469     66.1546     1.66702     2.02098     3.53041
     471     65.0399     1.67247     2.01288     3.49804
     473     70.2183     1.69917     2.07929     3.65047
     475     71.2071     1.70779     2.10127     3.67987
     477     67.7574     1.69389     2.04779     3.57892
     479     68.9624     1.70998     2.07194     3.61467
     481     70.5523     1.71903      2.0875     3.66205
     483     68.7844     1.73466     2.06951     3.61081
     485     63.3039     1.70743     1.99277     3.45055
     487     64.9552     1.72138     2.01018     3.49973
     489     64.8067     1.72552     2.00458     3.49605
     495     62.8516      1.8098     1.97615     3.43966
     497     62.6538     1.81396     1.97584     3.43692
     499     65.2641     1.84831     2.01643      3.5146
     501     65.7001     1.84823     2.02977      3.5288
     503     65.2502     1.85603     2.02188     3.51697
     505     63.0175     1.82974      1.9779     3.45279
     507     63.2612     1.85106      1.9904     3.46134
     509     67.3051     1.86909     2.04806     3.58149
     511     62.5515     1.85183     1.98382      3.4436
     513     61.0029     1.84315     1.95923     3.39983
     515     60.9061     1.83944     1.95862      3.3987
     517     62.2887      1.8574     1.98389     3.44102
     519     59.9013     1.85767     1.95023     3.37262
     521     59.9186     1.85934     1.93899     3.37515
     523      58.713      1.8724     1.94233     3.34176
     525      62.417     1.86982     1.98892     3.45255
     527     64.9899     1.89491     2.02742     3.53013
     529     61.7266     1.88879     1.97723     3.43631
     531      62.683     1.90637     1.99661     3.46679
     533     64.9614     1.92482     2.03372      3.5361
     535      63.769     1.94291      2.0161     3.50347
     537     59.1594     1.93315     1.95184     3.37049
     539     54.3187     2.31068      1.8763     3.23072
     541     62.3009     2.22158     1.99156     3.46793
     543     63.4419     1.85609     2.01897     3.50423
     545     62.5131     1.86717     2.00798     3.47974
     547     61.5596     1.86212     1.99358     3.45452
     549     61.8497     1.87406     2.00504     3.46583
     551     61.1041     1.86971     1.99112     3.44708
     553     60.1559       1.878      1.9846     3.42237
     555     58.9041     1.87719     1.95776     3.38875
     557     62.3496     1.88271     2.01614     3.49309
     559     59.2356     1.88315     1.97048     3.40478
     561     56.0664     1.88912     1.92746     3.31526
     563     59.1806     1.88215     1.97032     3.41027
     565     59.6017     1.90367     1.98054     3.42618
     567     58.8762     1.90566     1.97753     3.40843
     569     60.5688     1.94158     2.00827     3.46169
     571     64.8152     1.94168     2.06477     3.59031
     573     60.4766     1.93292     2.00866      3.4668
     575     62.4797      1.9777     2.03745     3.52953
     577     58.3478     1.97476     1.98566     3.41209
     579     59.7268     1.99927      2.0133      3.4565
     581     61.0937     2.01733     2.03218     3.50097
     587      64.701     2.67645     2.12841     3.76497
     589     59.1352     2.42927     2.04463     3.60808
     591     62.6979     2.44874     2.11363     3.72209
     593     61.8403     2.45617     2.10089     3.70075
     595     65.4352     2.49058     2.15287     3.81575
     597     64.3617     2.49985     2.13472      3.7878
     599     69.1706     2.49084     2.21391     3.93997
     601     61.5391      2.4833     2.10708     3.71171
     603     55.9711     2.47606     2.02319     3.54663
     605     64.8364     2.50863      2.1568     3.82347
     607     56.6301     2.49097     2.04893     3.57761
     609     65.9309     2.53914      2.1872     3.86779
     611     66.5172     2.55557     2.20421      3.8916
     613     68.1517     2.60485     2.22922     3.94751
     615     64.4377     2.59588     2.17555     3.83965
     617     71.4914     2.65243     2.28665     4.06148
     619     64.2289     2.62873      2.1951     3.84497
     621     64.8191     2.66023     2.19397     3.86944
     623     65.0384      2.6939     2.20651     3.88256
     625     56.5019     3.22485     2.06707     3.62758
     631     74.8491     3.26634     2.33416     4.19575
     633       72.44      2.5108     2.32886     4.14229
     635     71.9363     2.54344     2.33069     4.13382
     637     71.1898     2.54904      2.3261     4.11791
     639     68.7422     2.54763     2.29471     4.04992
     641     70.4153     2.58559      2.3279     4.10855
     643     68.8922     2.59449      2.3085     4.06931
     645     72.2198     2.61269     2.36307     4.17859
     647     70.7418     2.60152     2.34217     4.14072
     649     66.7295     2.61667     2.27678     4.02527
     651     70.1743     2.63781     2.33752      4.1388
     653     74.5012     2.67392     2.42152     4.27934
     655     73.0804     2.71066      2.4098     4.24389
     657     74.3721     2.73861     2.41942     4.29149
     659     78.4184     2.75645      2.4965     4.42344
     661     73.5419     2.77989     2.43282     4.28275
     663     70.2065     2.78147      2.3863     4.18925
     665     73.8073     2.82987     2.44174     4.30813
     671     68.9246     2.68161     2.35198     4.16726
     673     71.9733     2.70408     2.40978     4.28795
     675     75.2693     2.74384     2.46749     4.39823
     677     76.0372     2.75092     2.49313      4.4311
     679     72.4729     2.73824     2.44059     4.33132
     681     72.3872     2.77987     2.44798     4.33877
     683     65.5137     2.76548     2.35506     4.13838
     685     71.9363     2.78585     2.45503      4.3451
     687      73.535     2.83258     2.47377     4.40412
     689     66.2375     2.82127     2.38462     4.19075
     691     73.6304     2.88733     2.50407     4.42808
     693     72.2947     2.91034     2.49572     4.39815
     695     77.7698       2.925     2.59142     4.57675
     697     76.3169     2.96828     2.58437     4.54324
     699     73.7024     3.01265     2.53748     4.47415
